client_id,Delinquent90
75000,0.02004237391325524
75001,0.2767272727272727
75002,0.02004237391325524
75003,0.02004237391325524
75004,0.02004237391325524
75005,0.02004237391325524
75006,0.02004237391325524
75007,0.02004237391325524
75008,0.02004237391325524
75009,0.09387351778656126
75010,0.09387351778656126
75011,0.02004237391325524
75012,0.02004237391325524
75013,0.02004237391325524
75014,0.19364599092284418
75015,0.43037974683544306
75016,0.1037876900074757
75017,0.02004237391325524
75018,0.02004237391325524
75019,0.09387351778656126
75020,0.02004237391325524
75021,0.09387351778656126
75022,0.1037876900074757
75023,0.02004237391325524
75024,0.1037876900074757
75025,0.09387351778656126
75026,0.02004237391325524
75027,0.02004237391325524
75028,0.02004237391325524
75029,0.02004237391325524
75030,0.02004237391325524
75031,0.02004237391325524
75032,0.1037876900074757
75033,0.09387351778656126
75034,0.02004237391325524
75035,0.02004237391325524
75036,0.02004237391325524
75037,0.02004237391325524
75038,0.02004237391325524
75039,0.1037876900074757
75040,0.02004237391325524
75041,0.02004237391325524
75042,0.02004237391325524
75043,0.02004237391325524
75044,0.02004237391325524
75045,0.02004237391325524
75046,0.02004237391325524
75047,0.02004237391325524
75048,0.2767272727272727
75049,0.19364599092284418
75050,0.02004237391325524
75051,0.02004237391325524
75052,0.2767272727272727
75053,0.02004237391325524
75054,0.02004237391325524
75055,0.02004237391325524
75056,0.09387351778656126
75057,0.2767272727272727
75058,0.09387351778656126
75059,0.09387351778656126
75060,0.1037876900074757
75061,0.02004237391325524
75062,0.1037876900074757
75063,0.02004237391325524
75064,0.02004237391325524
75065,0.02004237391325524
75066,0.02004237391325524
75067,0.02004237391325524
75068,0.02004237391325524
75069,0.02004237391325524
75070,0.02004237391325524
75071,0.02004237391325524
75072,0.02004237391325524
75073,0.09387351778656126
75074,0.09387351778656126
75075,0.02004237391325524
75076,0.02004237391325524
75077,0.2767272727272727
75078,0.1037876900074757
75079,0.02004237391325524
75080,0.02004237391325524
75081,0.1037876900074757
75082,0.02004237391325524
75083,0.02004237391325524
75084,0.02004237391325524
75085,0.02004237391325524
75086,0.02004237391325524
75087,0.02004237391325524
75088,0.02004237391325524
75089,0.02004237391325524
75090,0.02004237391325524
75091,0.02004237391325524
75092,0.09387351778656126
75093,0.02004237391325524
75094,0.02004237391325524
75095,0.09387351778656126
75096,0.02004237391325524
75097,0.02004237391325524
75098,0.02004237391325524
75099,0.02004237391325524
75100,0.1037876900074757
75101,0.02004237391325524
75102,0.02004237391325524
75103,0.02004237391325524
75104,0.09387351778656126
75105,0.2767272727272727
75106,0.02004237391325524
75107,0.02004237391325524
75108,0.02004237391325524
75109,0.02004237391325524
75110,0.02004237391325524
75111,0.09387351778656126
75112,0.02004237391325524
75113,0.02004237391325524
75114,0.02004237391325524
75115,0.02004237391325524
75116,0.02004237391325524
75117,0.02004237391325524
75118,0.02004237391325524
75119,0.4617737003058104
75120,0.02004237391325524
75121,0.09387351778656126
75122,0.02004237391325524
75123,0.1037876900074757
75124,0.02004237391325524
75125,0.02004237391325524
75126,0.02004237391325524
75127,0.02004237391325524
75128,0.1037876900074757
75129,0.09387351778656126
75130,0.1037876900074757
75131,0.09387351778656126
75132,0.4617737003058104
75133,0.02004237391325524
75134,0.4617737003058104
75135,0.1037876900074757
75136,0.1037876900074757
75137,0.02004237391325524
75138,0.02004237391325524
75139,0.1037876900074757
75140,0.02004237391325524
75141,0.02004237391325524
75142,0.02004237391325524
75143,0.02004237391325524
75144,0.09387351778656126
75145,0.2767272727272727
75146,0.1037876900074757
75147,0.02004237391325524
75148,0.1037876900074757
75149,0.02004237391325524
75150,0.2767272727272727
75151,0.02004237391325524
75152,0.09387351778656126
75153,0.02004237391325524
75154,0.02004237391325524
75155,0.02004237391325524
75156,0.02004237391325524
75157,0.02004237391325524
75158,0.02004237391325524
75159,0.02004237391325524
75160,0.02004237391325524
75161,0.02004237391325524
75162,0.1037876900074757
75163,0.02004237391325524
75164,0.02004237391325524
75165,0.02004237391325524
75166,0.02004237391325524
75167,0.02004237391325524
75168,0.02004237391325524
75169,0.02004237391325524
75170,0.2767272727272727
75171,0.02004237391325524
75172,0.09387351778656126
75173,0.02004237391325524
75174,0.02004237391325524
75175,0.02004237391325524
75176,0.1037876900074757
75177,0.02004237391325524
75178,0.1037876900074757
75179,0.02004237391325524
75180,0.02004237391325524
75181,0.09387351778656126
75182,0.02004237391325524
75183,0.02004237391325524
75184,0.4617737003058104
75185,0.02004237391325524
75186,0.02004237391325524
75187,0.02004237391325524
75188,0.02004237391325524
75189,0.02004237391325524
75190,0.1037876900074757
75191,0.02004237391325524
75192,0.02004237391325524
75193,0.02004237391325524
75194,0.4617737003058104
75195,0.02004237391325524
75196,0.2767272727272727
75197,0.02004237391325524
75198,0.1037876900074757
75199,0.02004237391325524
75200,0.02004237391325524
75201,0.2767272727272727
75202,0.09387351778656126
75203,0.02004237391325524
75204,0.09387351778656126
75205,0.02004237391325524
75206,0.02004237391325524
75207,0.19364599092284418
75208,0.02004237391325524
75209,0.02004237391325524
75210,0.02004237391325524
75211,0.1037876900074757
75212,0.1037876900074757
75213,0.02004237391325524
75214,0.02004237391325524
75215,0.02004237391325524
75216,0.02004237391325524
75217,0.09387351778656126
75218,0.02004237391325524
75219,0.09387351778656126
75220,0.02004237391325524
75221,0.02004237391325524
75222,0.02004237391325524
75223,0.02004237391325524
75224,0.02004237391325524
75225,0.02004237391325524
75226,0.02004237391325524
75227,0.02004237391325524
75228,0.02004237391325524
75229,0.02004237391325524
75230,0.09387351778656126
75231,0.02004237391325524
75232,0.1037876900074757
75233,0.02004237391325524
75234,0.19364599092284418
75235,0.02004237391325524
75236,0.09387351778656126
75237,0.09387351778656126
75238,0.02004237391325524
75239,0.02004237391325524
75240,0.02004237391325524
75241,0.02004237391325524
75242,0.2767272727272727
75243,0.02004237391325524
75244,0.02004237391325524
75245,0.09387351778656126
75246,0.02004237391325524
75247,0.02004237391325524
75248,0.09387351778656126
75249,0.02004237391325524
75250,0.1037876900074757
75251,0.02004237391325524
75252,0.02004237391325524
75253,0.02004237391325524
75254,0.02004237391325524
75255,0.02004237391325524
75256,0.02004237391325524
75257,0.1037876900074757
75258,0.02004237391325524
75259,0.2767272727272727
75260,0.1037876900074757
75261,0.02004237391325524
75262,0.02004237391325524
75263,0.02004237391325524
75264,0.02004237391325524
75265,0.02004237391325524
75266,0.02004237391325524
75267,0.02004237391325524
75268,0.02004237391325524
75269,0.02004237391325524
75270,0.02004237391325524
75271,0.02004237391325524
75272,0.2767272727272727
